Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
31 -  POLICE,31140663 - RAYMOND,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31145 - INVESTIGATIVE SUPPORT GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31146 - SPECIAL INVESTIGATIONS UNITS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31147 - CRIME PREVENTION AND GANG UNIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31148 - EMERGENCY PREPAREDNESS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31149 - TASK FORCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31153 - FORENSICS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31153659 - 1ST ST FORENSICS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31155 - TRAFFIC AND SPECIAL SERVICES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31156 - PARKING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31157 - CROSSING GUARDS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31166 - TRAINING CENTER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31166657 - TRAINING CENTER BLDG,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31169 - RECRUITMENT AND HIRING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31169 - RECRUITMENT AND HIRING,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,0,0,0
31 -  POLICE,31170 - ACADEMY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31172 - INSERVICE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31174 - SAFETY ED,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31278 - PERSONNEL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31280 - INFO MGT AND TECHNOLOGY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31283 - GENERAL ADMINISTRATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31290 - FINANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31292 - RECORDS GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31294 - PROPERTY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31294656 - MARSH COURT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31294658 - 1ST ST PROPERTY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31294660 - 1ST ST BICYCLES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31297 - HONOR GUARD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299 - SUPPORT GENERAL OVERALL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299650 - MIDTOWN PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299651 - CENTRAL PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299652 - EAST PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299653 - NORTH PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299654 - SOUTH PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299655 - WEST PD SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31299665 - HEADQUARTERS SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54250 - GROUNDS IMPROV REPAIR MAINT,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,54 - PURCHASED SERVICES,54860 - TAXES AND SPECIAL ASSESSMENTS,,0,0,0
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,,0,0,0
40 -  ENGINEERING,40112 - ENG ADMIN SERVICE BUILDING MTC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,54 - PURCHASED SERVICES,54210 - BUILDING IMPROV REPAIR MAINT,,0,0,0
40 -  ENGINEERING,40114 - ENG ADMIN CONTRACT MANAGEMENT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40115 - ENG ADMIN PRIVATE DEVELOPMENT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40116 - ENG ADMIN INSPECTION SURVEY,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,0,0,0
40 -  ENGINEERING,40117 - ENG ADMIN EXCAVATION PERMIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40118 - ENG ADMIN BRIDGE MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40119 - ENG ADMIN STREET MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40120 - ENG STREETS ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40122 - ENG STREETS DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40123 - ENG STREETS INSPECT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40124 - ENG STREETS SURVEY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40125 - ENG STREETS SNOW PLOWING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40127 - ENG STREETS PAVEMENT RATING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40128 - ENG STREETS BRIDGE INSPECTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40129 - ENG STREETS EXCAVATION PERMIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40130 - ENG SIDEWALKS ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40131 - ENG SIDEWALKS GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40132 - ENG SIDEWALKS DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40133 - ENG SIDEWALKS INSPECT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40134 - ENG SIDEWALKS SURVEY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40135 - ENG SIDEWALKS OCCUP PERMIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40136 - ENG SIDEWALKS TERRACE PERMIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40137 - ENG SIDEWALKS MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40139 - ENG MEDIAN MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40140 - ENG ENV ENG ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40141 - ENG ENV ENG GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40142 - ENG ENV ENG SITE ASSESSMENTS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40143 - ENG ENV ENG QUARRIES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40144 - ENG ENV ENG STORAGE TANKS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40145 - ENG STREETS DUTCH MILL PNR MNT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40180 - ENG SIREN MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40211 - ENG MAP EMPLOYEE LEAVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40250 - ENG MAPPING ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40250 - ENG MAPPING ADMIN,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,0,0,0
40 -  ENGINEERING,40251 - ENG MAPPING GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40252 - ENG MAPPING OFFICIAL MAP,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40253 - ENG MAPPING PLAT REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40311 - ENG FAC MGMT EMP LEAVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,0,0,0
40 -  ENGINEERING,40360 - ENG FAC MGMT ADMIN,Expense,57 - INTER DEPART CHARGES,57142 - ID CHARGE FROM LANDFILL,,0,0,0
40 -  ENGINEERING,40361 - ENG FAC MGMT GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40362 - ENG FAC MGMT DESIGN CONSTRUCT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40365 - ENG FAC MGMT ENERGY EFF SUSTAI,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40411 - ENG FAC MAINT EMP LEAVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,53 - SUPPLIES,53130 - FURNITURE,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,54 - PURCHASED SERVICES,54340 - VEHICLE REPAIR AND MAINTENANCE,,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,54 - PURCHASED SERVICES,54860 - TAXES AND SPECIAL ASSESSMENTS,,0,0,0
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40472 - ENG FAC MAINT CUSTODIAL SVCS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
40 -  ENGINEERING,40472 - ENG FAC MAINT CUSTODIAL SVCS,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,0,0,0
43 -  TRANSPORTATION,43100 - TRANSPORTATION MANAGEMENT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44101521 - ST SOLID WASTE ADMIN BADGER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44110 - ST REFUSE COLLECTION,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
44 -  STREETS,44110520 - ST REFUSE COLLECTION SYC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44110521 - ST REFUSE COLLECTION BADG,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44111 - ST LARGE ITEMS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44111520 - ST LARGE ITEMS SYC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44115 - ST TRANSFER STATION HAULING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44220 - ST RECYCLING COLLECTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44220521 - ST RECYCLING COLLECTION BAD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44221 - ST LEAF COLLECTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44221521 - ST LEAF COLLECTION BAD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44222 - ST DROP OFF SITES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44223 - ST BRUSH COLLECTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44224 - ST BRUSH PROCESSING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44331 - ST SNOW REMOVAL HAULING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44332 - ST SNOW REMOVAL CROSSWALK,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44333 - ST SNOW SAND BARRELS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44334 - ST SNOW MISCELLANEOUS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44401 - ST STREET SWEEPING ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44440 - ST STREET SWEEPING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44441 - ST HAND SWEEPING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44550 - ST BLACKTOP,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44551 - ST STONE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44552 - ST SEALCOATING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44660 - ST WEED CONTROL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44661 - ST STUMP REMOVALS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
44 -  STREETS,44662 - ST GRAFFITI REMOVALS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,,0,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45101 - TE SIGNING ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45102 - TE SIGNING PLAN AND REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45103 - TE SIGNING DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45104 - TE SIGNING INSTALL OR REMOVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45110 - TE SIGNING TRAFFIC CONTROL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45111 - TE SIGNING SPECIAL EVENT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,0,0,0
45 -  TRAFFIC ENGINEERING,45201 - TE STLIGHT ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45202 - TE STLIGHT PLAN AND REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45203 - TE STLIGHT DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45204 - TE STLIGHT INSTALL OR REMOVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45220 - TE STLIGHT ONE CALL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,,0,0,0
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45301 - TE PAVE MARK ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45302 - TE PAVE MARK PLAN AND REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45303 - TE PAVE MARK DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45304 - TE PAVE MARK INSTALL OR REMOVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45305 - TE PAVE MARK MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45401 - TE COMM ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45402 - TE COMM PLAN AND REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45403 - TE COMM DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
45 -  TRAFFIC ENGINEERING,45404 - TE COMM INSTALL OR REMOVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45405 - TE COMM MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,,0,0,0
45 -  TRAFFIC ENGINEERING,45501 - TE SIGNALS ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45502 - TE SIGNALS PLAN AND REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45503 - TE SIGNALS DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45504 - TE SIGNALS INSTALL OR REMOVE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45600 - TE SERVICES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45660 - TE SERVICES TRAFFIC STUDIES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45661 - TE SERVICES TRAFFIC DATA,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45662 - TE SERVICES COMPUTERIZED MAP,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45664 - TE SERVICES PUBLIC PASSNGR VEH,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45665 - TE SERVICES STREET OCCUPY PERM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45666 - TE SERVICES STREET OPENING PER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45667 - TE SERVICES GEOMETRICS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45668 - TE SERVICES MUFN MAINTENANCE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Revenue,49 - TRANSFER IN,49110 - TRANSFER IN FROM GENERAL,,0,0,0
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45800 - TE BICYCLE AND PEDESTRIAN SVCS,Expense,59 - TRANSFER OUT,59110 - TRANSFER OUT TO GENERAL,,0,0,0
45 -  TRAFFIC ENGINEERING,45801 - TE PED BIKE ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
45 -  TRAFFIC ENGINEERING,45803 - TE PED BIKE DESIGN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
